url,title,published_date,source_family,source_domain,discovery_source,content_tier,implementation_lane,series,dg_tags,model_dimensions,summary_bullets,proposed_change,code_touchpoints,verify_with,status,extraction_method,superseded_by,artifacts_note
https://datagolfblogs.ca/a-golf-fans-reflection,A golf fans reflection,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/a-predictive-model-of-tournament-outcomes-on-the-pga-tour,A predictive model of tournament outcomes on the pga tour,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/a-quick-look-at-differences-in-field-quality-on-the-us-and-european-tours,A quick look at differences in field quality on the us and european tours,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/an-intergenerational-approach-to-ranking-pga-tour-players,An intergenerational approach to ranking pga tour players,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/analysis-of-tigers-past-performances-coming-off-long-layoffs,Analysis of tigers past performances coming off long layoffs,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/benchmarking-the-models-betting-performance-through-17-weeks,Benchmarking the models betting performance through 17 weeks,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/brief-summary-of-our-2017-in-golf-betting,Brief summary of our 2017 in golf betting,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/comments/feed,Feed,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/course-history-revisited-course-length-as-an-indicator-of-course-fit,Course history revisited course length as an indicator of course fit,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/data-golf-blogs-2,Data golf blogs 2,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/data-visualizations-2,Data visualizations 2,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/distance-adjusted-driving-accuracy,Distance adjusted driving accuracy,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/does-a-players-course-history-predict-performance/,Is course history predictive?,,A,datagolfblogs.ca,page_sidebar_popular_js,canonical_hub,,legacy_blog,,course_fit,,,src/models/course_fit.py,,pending_read,,,
https://datagolfblogs.ca/dropping-the-anchor,Dropping the anchor,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/first-tee-jitters,First tee jitters,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/hangitupmike,Hangitupmike,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/how-hard-is-it-to-follow-up-a-great-round-with-a-good-round,How hard is it to follow up a great round with a good round,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/how-much-can-we-learn-from-the-pga-tours-strokes-gained-statistics,How much can we learn from the pga tours strokes gained statistics,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/how-much-deeper-has-golf-become-in-the-last-25-years,How much deeper has golf become in the last 25 years,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/hows-the-model-doing-so-far,Hows the model doing so far,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/is-golfs-next-generation-as-good-as-we-say-they-are,Is golfs next generation as good as we say they are,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/live-prediction-model-the-week-that-was,Live prediction model the week that was,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/match-play-data-exploration-exercise,Match play data exploration exercise,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/my-blog,My blog,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/old-blogs-directory,Old blogs directory,,A,datagolfblogs.ca,research_doc_scan,blog_tagged,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/penalty-strokes-on-the-pga-tour,Penalty strokes on the pga tour,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/predicting-the-wgc-dell-match-play-championship,Predicting the wgc dell match play championship,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/pressure-in-golf-can-we-quantify-it,Pressure in golf can we quantify it,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/quantifying-the-tiger-effect,Quantifying the tiger effect,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/random-forests-using-python-predicting-titanic-survivors,Random forests using python predicting titanic survivors,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/revisiting-the-question-of-pressure-in-golf,Revisiting the question of pressure in golf,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/should-ryder-cup-partners-that-win-their-match-play-in-the-next-session,Should ryder cup partners that win their match play in the next session,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/simple-linear-regression-what-the-heck-are-we-estimating,Simple linear regression what the heck are we estimating,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/strokes-gained-when-in-contention,Strokes gained when in contention,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/the-hot-hand-fallacy-application-to-golf,The hot hand fallacy application to golf,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/the-luck-of-the-draw/,The luck of the draw,,A,datagolfblogs.ca,page_sidebar_popular_js,,,legacy_blog,,field_strength_tours,,,,,pending_read,,,
https://datagolfblogs.ca/tiger-destroyed-his-playing-partners,Tiger destroyed his playing partners,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/tiger-vs-jordan-vs-rory-whos-best-at-their-best,Tiger vs jordan vs rory whos best at their best,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/whats-wrong-with-rory,Whats wrong with rory,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/which-is-more-important-putting-or-ball-striking,Which is more important putting or ball striking,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolfblogs.ca/xmlrpc.php,Xmlrpc.php,,A,datagolfblogs.ca,wave_a_old_blogs_directory,directory_listed,,legacy_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/betting-blog-introduction,Betting blog introduction,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/betting-results-2019,Betting results 2019,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/betting-results-2020,Betting results 2020,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/betting-results-2021,Betting results 2021,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/blog)**,Blog)**,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/career-evolutions,Career evolutions,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/career-evolutions-old,Career evolutions old,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/comparing-pro-tours/,Comparing development tours,,C,datagolf.com,page_sidebar_popular_js,canonical_hub,,analytics_blog,,field_strength_tours,,,,,pending_read,,,
https://datagolf.com/data-driven-history-augusta-national,Data-driven history of Augusta,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,course_fit,,,,,pending_read,,,
https://datagolf.com/data-viz-of-the-week,Data viz of the week,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/data-viz-of-the-week-2,Data viz of the week 2,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/data-viz-of-the-week-3,Data viz of the week 3,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/does-experience-matter-at-augusta,Does experience matter at augusta,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/fav-longshot-not-a-bias,Fav longshot not a bias,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/frequently-asked-questions,FAQ,,C,datagolf.com,research_doc_golf_betting_market_efficiency,canonical_hub,,standalone,,multiple,,,,,pending_read,,,
https://datagolf.com/how-sharp-are-bookmakers,How sharp are bookmakers? (Part I),,C,datagolf.com,research_doc_golf_betting_market_efficiency,,,analytics_blog,,odds_market_efficiency,,,src/value.py,,pending_read,,,
https://datagolf.com/how-sharp-are-bookmakers-part-2,How sharp are bookmakers? Part II,2023-02-03,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,odds_market_efficiency,,,src/value.py,,pending_read,,,
https://datagolf.com/important-holes-at-augusta/,Important holes at Augusta,,C,datagolf.com,page_sidebar_popular_js,,,analytics_blog,,course_fit,,,,,pending_read,,,
https://datagolf.com/inside-the-numbers,Inside the numbers,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-1,Inside the numbers 1,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-10,Inside the numbers 10,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-11,Inside the numbers 11,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-12,Inside the numbers 12,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-13,Inside the numbers 13,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-14,Inside the numbers 14,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-15,Inside the numbers 15,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-16,Inside the numbers 16,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-17,Inside the numbers 17,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-18,Inside the numbers 18,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-19,Inside the numbers 19,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-2,Inside the numbers 2,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-20,Inside the numbers 20,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-21,Inside the numbers 21,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-22,Inside the numbers 22,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-23,Inside the numbers 23,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-24,Inside the numbers 24,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-25,Inside the numbers 25,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-26,Inside the numbers 26,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-27,Inside the numbers 27,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-28,Inside the numbers 28,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-3,Inside the numbers 3,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-4,Inside the numbers 4,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-5,Inside the numbers 5,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-6,Inside the numbers 6,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-7,Inside the numbers 7,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-8,Inside the numbers 8,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/inside-the-numbers-9,Inside the numbers 9,,C,datagolf.com,wave_c_blog_home_crawl,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/2022-offseason-tweaks,2022 offseason tweaks,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/2024-offseason-tweaks,Off-Season Model Tweaks (2024),,C,datagolf.com,research_doc_golf_betting_market_efficiency,model_talk,,model_talk,,multiple,,,,,pending_read,,,
https://datagolf.com/model-talk/2026-offseason-tweaks,Off-Season Model Tweaks (2026),,C,datagolf.com,research_doc_golf_betting_market_efficiency,model_talk,,model_talk,,multiple,,,,,pending_read,,,
https://datagolf.com/model-talk/brent-grants-putting,Brent grants putting,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/leaders,Does Our Model Overvalue Leaders?,,C,datagolf.com,research_doc_golf_betting_market_efficiency,model_talk,,model_talk,,live_pressure,,,,,pending_read,,,
https://datagolf.com/model-talk/pressure-revisited-again,Pressure revisited again,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/variance,Variance,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/weighting-rounds-sequence-or-time,Weighting rounds sequence or time,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/who-cares-about-ties-part-1,Who cares about ties part 1,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/model-talk/who-cares-about-ties-part-2,Who cares about ties part 2,,C,datagolf.com,wave_c_model_talk_index,model_talk,,model_talk,,,,,,,pending_read,curl_html,,
https://datagolf.com/performance-and-pressure,Sleeping on the lead,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,live_pressure,,,,,pending_read,,,
https://datagolf.com/predictive-model-methodology/,Predictive model methodology,,C,datagolf.com,page_sidebar_popular_js,canonical_hub,,analytics_blog,,multiple,,,,,pending_read,,,
https://datagolf.com/raw-data-notes,Raw data notes,,C,datagolf.com,wave_c_tier1_seed,canonical_hub,,standalone,,,,,,,pending_read,curl_html,,
https://datagolf.com/raw-data-notes):,Raw data notes):,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/robots.txt,Robots.txt,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/shot-level-course-fit,Shot-level course fit at Augusta,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,course_fit,,,src/models/course_fit.py,,pending_read,,,
https://datagolf.com/sitemap.xml,Sitemap.xml,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/sitemap_index.xml,Sitemap_index.xml,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/viz-blog/peaking-for-augusta,Peaking for augusta,,C,datagolf.com,wave_c_viz_blog_index,viz_or_betting,,viz_blog,,,,,,,pending_read,curl_html,,
https://datagolf.com/what-makes-a-golf-tournament-entertaining,What makes golf entertaining?,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,,,,,,pending_read,,,
https://datagolf.com/what-makes-justin-thomas-great,What makes Justin Thomas a great iron player?,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,skill_sg_decomposition,,,src/models/form.py,,pending_read,,,
https://datagolf.com/whats-the-strongest-field-in-professional-golf/,Strongest fields in golf,,C,datagolf.com,page_sidebar_popular_js,,,analytics_blog,,field_strength_tours,,,,,pending_read,,,
https://datagolf.com/where-to-miss-tpc-sawgrass,Where to miss at TPC Sawgrass,2022-03-08,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,course_fit,,,src/models/course_fit.py,,pending_read,,,
https://datagolf.com/who-benefits-from-wide-fairways,Who benefits from wide fairways?,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,course_fit,,,src/models/course_fit.py,,pending_read,,,
https://datagolf.com/who-plays-well-at-the-open,Who plays well at The Open?,,C,datagolf.com,page_sidebar_recents_js,blog_sidebar_curated,,analytics_blog,,field_strength_tours,,,,,pending_read,,,
https://datagolf.com/wp-sitemap.xml,Wp sitemap.xml,,C,datagolf.com,research_doc_scan,blog_tagged,,analytics_blog,,,,,,,pending_read,curl_html,,
